Time, N1, N2, EGT1, EGT2, Fuel Level, Fuel Flow
2024-12-27-19:33:19.016, 31729.2, 31729.2, nan, 480.925, 19721.7, 31.4849
2024-12-27-19:33:19.021, 31744.6, 31744.6, nan, 481.526, 19721.6, 31.5129
2024-12-27-19:33:19.026, 31759.9, 31759.9, nan, 482.126, 19721.4, 31.5409
2024-12-27-19:33:19.031, 31775.2, 31775.2, nan, 482.724, 19721.2, 31.5688
2024-12-27-19:33:19.036, 31790.4, 31790.4, nan, 483.322, 19721.1, 31.5967
2024-12-27-19:33:19.041, 31805.7, 31805.7, nan, 483.919, 19720.9, 31.6245
2024-12-27-19:33:19.046, 31820.9, 31820.9, nan, 484.515, 19720.8, 31.6524
2024-12-27-19:33:19.051, 31836.1, 31836.1, nan, 485.11, 19720.6, 31.6801
2024-12-27-19:33:19.056, 31851.3, 31851.3, nan, 485.704, 19720.5, 31.7078
2024-12-27-19:33:19.061, 31866.5, 31866.5, nan, 486.297, 19720.3, 31.7355
2024-12-27-19:33:19.066, 31881.6, 31881.6, nan, 486.889, 19720.1, 31.7632
2024-12-27-19:33:19.071, 31896.7, 31896.7, nan, 487.481, 19720, 31.7908
2024-12-27-19:33:19.076, 31911.8, 31911.8, nan, 488.071, 19719.8, 31.8183
2024-12-27-19:33:19.081, 31926.9, 31926.9, nan, 488.661, 19719.7, 31.8458
2024-12-27-19:33:19.086, 31941.9, 31941.9, nan, 489.25, 19719.5, 31.8733
2024-12-27-19:33:19.091, 31957, 31957, nan, 489.837, 19719.3, 31.9007
2024-12-27-19:33:19.096, 31972, 31972, nan, 490.424, 19719.2, 31.9281
2024-12-27-19:33:19.101, 31986.9, 31986.9, nan, 491.011, 19719, 31.9555
2024-12-27-19:33:19.106, 32001.9, 32001.9, nan, 491.596, 19718.9, 31.9828
2024-12-27-19:33:19.111, 32016.8, 32016.8, nan, 492.18, 19718.7, 32.0101
2024-12-27-19:33:19.116, 32031.7, 32031.7, nan, 492.764, 19718.5, 32.0373
2024-12-27-19:33:19.121, 32046.6, 32046.6, nan, 493.346, 19718.4, 32.0645
2024-12-27-19:33:19.126, 32061.5, 32061.5, nan, 493.928, 19718.2, 32.0916
2024-12-27-19:33:19.131, 32076.3, 32076.3, nan, 494.509, 19718.1, 32.1187
2024-12-27-19:33:19.136, 32091.2, 32091.2, nan, 495.089, 19717.9, 32.1458
2024-12-27-19:33:19.141, 32105.9, 32105.9, nan, 495.668, 19717.7, 32.1728
2024-12-27-19:33:19.146, 32120.7, 32120.7, nan, 496.246, 19717.6, 32.1998
2024-12-27-19:33:19.151, 32135.5, 32135.5, nan, 496.823, 19717.4, 32.2267
2024-12-27-19:33:19.156, 32150.2, 32150.2, nan, 497.399, 19717.3, 32.2536
2024-12-27-19:33:19.161, 32164.9, 32164.9, nan, 497.975, 19717.1, 32.2805
2024-12-27-19:33:19.166, 32179.6, 32179.6, nan, 498.55, 19716.9, 32.3073
2024-12-27-19:33:19.171, 32194.3, 32194.3, nan, 499.124, 19716.8, 32.3341
2024-12-27-19:33:19.176, 32208.9, 32208.9, nan, 499.697, 19716.6, 32.3608
2024-12-27-19:33:19.181, 32223.5, 32223.5, nan, 500.269, 19716.4, 32.3875
2024-12-27-19:33:19.186, 32238.1, 32238.1, nan, 500.84, 19716.3, 32.4142
2024-12-27-19:33:19.191, 32252.7, 32252.7, nan, 501.411, 19716.1, 32.4408
2024-12-27-19:33:19.196, 32267.3, 32267.3, nan, 501.98, 19716, 32.4674
2024-12-27-19:33:19.201, 32281.8, 32281.8, nan, 502.549, 19715.8, 32.494
2024-12-27-19:33:19.206, 32296.3, 32296.3, nan, 503.117, 19715.6, 32.5205
2024-12-27-19:33:19.211, 32310.8, 32310.8, nan, 503.684, 19715.5, 32.5469
2024-12-27-19:33:19.216, 32325.3, 32325.3, nan, 504.251, 19715.3, 32.5734
2024-12-27-19:33:19.221, 32339.8, 32339.8, nan, 504.816, 19715.1, 32.5998
2024-12-27-19:33:19.226, 32354.2, 32354.2, nan, 505.381, 19715, 32.6261
2024-12-27-19:33:19.231, 32368.6, 32368.6, nan, 505.945, 19714.8, 32.6524
2024-12-27-19:33:19.236, 32383, 32383, nan, 506.508, 19714.7, 32.6787
2024-12-27-19:33:19.241, 32397.4, 32397.4, nan, 507.071, 19714.5, 32.705
2024-12-27-19:33:19.246, 32411.7, 32411.7, nan, 507.632, 19714.3, 32.7312
2024-12-27-19:33:19.251, 32426, 32426, nan, 508.193, 19714.2, 32.7573
2024-12-27-19:33:19.256, 32440.3, 32440.3, nan, 508.753, 19714, 32.7835
2024-12-27-19:33:19.261, 32454.6, 32454.6, nan, 509.312, 19713.8, 32.8095
2024-12-27-19:33:19.266, 32468.9, 32468.9, nan, 509.87, 19713.7, 32.8356
2024-12-27-19:33:19.271, 32483.1, 32483.1, nan, 510.428, 19713.5, 32.8616
2024-12-27-19:33:19.276, 32497.4, 32497.4, nan, 510.984, 19713.3, 32.8876
2024-12-27-19:33:19.281, 32511.6, 32511.6, nan, 511.54, 19713.2, 32.9135
2024-12-27-19:33:19.286, 32525.8, 32525.8, nan, 512.095, 19713, 32.9394
2024-12-27-19:33:19.291, 32539.9, 32539.9, nan, 512.65, 19712.9, 32.9653
2024-12-27-19:33:19.296, 32554.1, 32554.1, nan, 513.203, 19712.7, 32.9911
2024-12-27-19:33:19.301, 32568.2, 32568.2, nan, 513.756, 19712.5, 33.0169
2024-12-27-19:33:19.306, 32582.3, 32582.3, nan, 514.308, 19712.4, 33.0427
2024-12-27-19:33:19.311, 32596.4, 32596.4, nan, 514.859, 19712.2, 33.0684
2024-12-27-19:33:19.316, 32610.5, 32610.5, nan, 515.41, 19712, 33.0941
2024-12-27-19:33:19.321, 32624.5, 32624.5, nan, 515.959, 19711.9, 33.1198
2024-12-27-19:33:19.326, 32638.5, 32638.5, nan, 516.508, 19711.7, 33.1454
2024-12-27-19:33:19.331, 32652.5, 32652.5, nan, 517.056, 19711.5, 33.171
2024-12-27-19:33:19.336, 32666.5, 32666.5, nan, 517.604, 19711.4, 33.1965
2024-12-27-19:33:19.341, 32680.5, 32680.5, nan, 518.15, 19711.2, 33.222
2024-12-27-19:33:19.347, 32694.5, 32694.5, nan, 518.696, 19711, 33.2475
2024-12-27-19:33:19.352, 32708.4, 32708.4, nan, 519.241, 19710.9, 33.2729
2024-12-27-19:33:19.357, 32722.3, 32722.3, nan, 519.785, 19710.7, 33.2983
2024-12-27-19:33:19.362, 32736.2, 32736.2, nan, 520.329, 19710.5, 33.3237
2024-12-27-19:33:19.367, 32750.1, 32750.1, nan, 520.872, 19710.4, 33.349
2024-12-27-19:33:19.372, 32763.9, 32763.9, nan, 521.414, 19710.2, 33.3743
2024-12-27-19:33:19.377, 32777.7, 32777.7, nan, 521.955, 19710, 33.3996
2024-12-27-19:33:19.382, 32791.6, 32791.6, nan, 522.496, 19709.9, 33.4248
2024-12-27-19:33:19.387, 32805.3, 32805.3, nan, 523.035, 19709.7, 33.45
2024-12-27-19:33:19.392, 32819.1, 32819.1, nan, 523.574, 19709.5, 33.4751
2024-12-27-19:33:19.397, 32832.9, 32832.9, nan, 524.113, 19709.4, 33.5003
2024-12-27-19:33:19.402, 32846.6, 32846.6, nan, 524.65, 19709.2, 33.5253
2024-12-27-19:33:19.407, 32860.3, 32860.3, nan, 525.187, 19709, 33.5504
2024-12-27-19:33:19.412, 32874, 32874, nan, 525.723, 19708.9, 33.5754
2024-12-27-19:33:19.417, 32887.7, 32887.7, nan, 526.259, 19708.7, 33.6004
2024-12-27-19:33:19.422, 32901.4, 32901.4, nan, 526.793, 19708.5, 33.6253
2024-12-27-19:33:19.427, 32915, 32915, nan, 527.327, 19708.4, 33.6503
2024-12-27-19:33:19.432, 32928.7, 32928.7, nan, 527.86, 19708.2, 33.6751
2024-12-27-19:33:19.437, 32942.3, 32942.3, nan, 528.393, 19708, 33.7
2024-12-27-19:33:19.442, 32955.8, 32955.8, nan, 528.924, 19707.8, 33.7248
2024-12-27-19:33:19.447, 32969.4, 32969.4, nan, 529.455, 19707.7, 33.7496
2024-12-27-19:33:19.452, 32983, 32983, nan, 529.986, 19707.5, 33.7743
2024-12-27-19:33:19.457, 32996.5, 32996.5, nan, 530.515, 19707.3, 33.799
2024-12-27-19:33:19.462, 33010, 33010, nan, 531.044, 19707.2, 33.8237
2024-12-27-19:33:19.467, 33023.5, 33023.5, nan, 531.572, 19707, 33.8484
2024-12-27-19:33:19.472, 33037, 33037, nan, 532.1, 19706.8, 33.873
2024-12-27-19:33:19.477, 33050.5, 33050.5, nan, 532.626, 19706.7, 33.8976
2024-12-27-19:33:19.482, 33063.9, 33063.9, nan, 533.152, 19706.5, 33.9221
2024-12-27-19:33:19.487, 33077.3, 33077.3, nan, 533.678, 19706.3, 33.9466
2024-12-27-19:33:19.492, 33090.7, 33090.7, nan, 534.202, 19706.2, 33.9711
2024-12-27-19:33:19.497, 33104.1, 33104.1, nan, 534.726, 19706, 33.9955
2024-12-27-19:33:19.502, 33117.5, 33117.5, nan, 535.249, 19705.8, 34.02
2024-12-27-19:33:19.507, 33130.8, 33130.8, nan, 535.772, 19705.6, 34.0443
2024-12-27-19:33:19.512, 33144.2, 33144.2, nan, 536.294, 19705.5, 34.0687
2024-12-27-19:33:19.517, 33157.5, 33157.5, nan, 536.815, 19705.3, 34.093
2024-12-27-19:33:19.522, 33170.8, 33170.8, nan, 537.335, 19705.1, 34.1173
2024-12-27-19:33:19.527, 33184.1, 33184.1, nan, 537.855, 19705, 34.1416
2024-12-27-19:33:19.532, 33197.3, 33197.3, nan, 538.374, 19704.8, 34.1658
2024-12-27-19:33:19.537, 33210.6, 33210.6, nan, 538.892, 19704.6, 34.19
2024-12-27-19:33:19.542, 33223.8, 33223.8, nan, 539.409, 19704.5, 34.2141
2024-12-27-19:33:19.547, 33237, 33237, nan, 539.926, 19704.3, 34.2382
2024-12-27-19:33:19.552, 33250.2, 33250.2, nan, 540.442, 19704.1, 34.2623
2024-12-27-19:33:19.557, 33263.4, 33263.4, nan, 540.958, 19703.9, 34.2864
2024-12-27-19:33:19.562, 33276.5, 33276.5, nan, 541.473, 19703.8, 34.3104
2024-12-27-19:33:19.567, 33289.7, 33289.7, nan, 541.987, 19703.6, 34.3344
2024-12-27-19:33:19.572, 33302.8, 33302.8, nan, 542.5, 19703.4, 34.3583
2024-12-27-19:33:19.577, 33315.9, 33315.9, nan, 543.013, 19703.2, 34.3823
2024-12-27-19:33:19.582, 33329, 33329, nan, 543.525, 19703.1, 34.4062
2024-12-27-19:33:19.587, 33342, 33342, nan, 544.036, 19702.9, 34.43
2024-12-27-19:33:19.592, 33355.1, 33355.1, nan, 544.547, 19702.7, 34.4539
2024-12-27-19:33:19.597, 33368.1, 33368.1, nan, 545.057, 19702.6, 34.4777
2024-12-27-19:33:19.602, 33381.1, 33381.1, nan, 545.566, 19702.4, 34.5014
2024-12-27-19:33:19.607, 33394.1, 33394.1, nan, 546.075, 19702.2, 34.5252
2024-12-27-19:33:19.612, 33407.1, 33407.1, nan, 546.583, 19702, 34.5489
2024-12-27-19:33:19.617, 33420.1, 33420.1, nan, 547.091, 19701.9, 34.5726
2024-12-27-19:33:19.622, 33433, 33433, nan, 547.597, 19701.7, 34.5962
2024-12-27-19:33:19.627, 33446, 33446, nan, 548.104, 19701.5, 34.6198
2024-12-27-19:33:19.632, 33458.9, 33458.9, nan, 548.609, 19701.4, 34.6434
2024-12-27-19:33:19.637, 33471.8, 33471.8, nan, 549.114, 19701.2, 34.667
2024-12-27-19:33:19.642, 33484.7, 33484.7, nan, 549.618, 19701, 34.6905
2024-12-27-19:33:19.647, 33497.5, 33497.5, nan, 550.121, 19700.8, 34.714
2024-12-27-19:33:19.652, 33510.4, 33510.4, nan, 550.624, 19700.7, 34.7375
2024-12-27-19:33:19.657, 33523.2, 33523.2, nan, 551.127, 19700.5, 34.7609
2024-12-27-19:33:19.662, 33536.1, 33536.1, nan, 551.628, 19700.3, 34.7843
2024-12-27-19:33:19.667, 33548.9, 33548.9, nan, 552.129, 19700.1, 34.8077
2024-12-27-19:33:19.672, 33561.6, 33561.6, nan, 552.629, 19700, 34.831
2024-12-27-19:33:19.677, 33574.4, 33574.4, nan, 553.129, 19699.8, 34.8543
2024-12-27-19:33:19.682, 33587.2, 33587.2, nan, 553.628, 19699.6, 34.8776
2024-12-27-19:33:19.687, 33599.9, 33599.9, nan, 554.126, 19699.4, 34.9009
2024-12-27-19:33:19.692, 33612.6, 33612.6, nan, 554.624, 19699.3, 34.9241
2024-12-27-19:33:19.697, 33625.3, 33625.3, nan, 555.121, 19699.1, 34.9473
2024-12-27-19:33:19.702, 33638, 33638, nan, 555.618, 19698.9, 34.9705
2024-12-27-19:33:19.707, 33650.7, 33650.7, nan, 556.113, 19698.7, 34.9936
2024-12-27-19:33:19.712, 33663.3, 33663.3, nan, 556.609, 19698.6, 35.0167
2024-12-27-19:33:19.717, 33676, 33676, nan, 557.103, 19698.4, 35.0398
2024-12-27-19:33:19.722, 33688.6, 33688.6, nan, 557.597, 19698.2, 35.0629
2024-12-27-19:33:19.727, 33701.2, 33701.2, nan, 558.09, 19698, 35.0859
2024-12-27-19:33:19.732, 33713.8, 33713.8, nan, 558.583, 19697.9, 35.1089
2024-12-27-19:33:19.737, 33726.4, 33726.4, nan, 559.075, 19697.7, 35.1318
2024-12-27-19:33:19.742, 33738.9, 33738.9, nan, 559.567, 19697.5, 35.1548
2024-12-27-19:33:19.747, 33751.5, 33751.5, nan, 560.058, 19697.3, 35.1777
2024-12-27-19:33:19.753, 33764, 33764, nan, 560.548, 19697.2, 35.2006
2024-12-27-19:33:19.758, 33776.5, 33776.5, nan, 561.037, 19697, 35.2234
2024-12-27-19:33:19.763, 33789, 33789, nan, 561.526, 19696.8, 35.2462
2024-12-27-19:33:19.768, 33801.5, 33801.5, nan, 562.015, 19696.6, 35.269
2024-12-27-19:33:19.773, 33814, 33814, nan, 562.503, 19696.5, 35.2918
2024-12-27-19:33:19.778, 33826.4, 33826.4, nan, 562.99, 19696.3, 35.3145
2024-12-27-19:33:19.783, 33838.8, 33838.8, nan, 563.476, 19696.1, 35.3372
2024-12-27-19:33:19.788, 33851.3, 33851.3, nan, 563.962, 19695.9, 35.3599
2024-12-27-19:33:19.793, 33863.7, 33863.7, nan, 564.448, 19695.7, 35.3826
2024-12-27-19:33:19.798, 33876.1, 33876.1, nan, 564.932, 19695.6, 35.4052
2024-12-27-19:33:19.803, 33888.4, 33888.4, nan, 565.417, 19695.4, 35.4278
2024-12-27-19:33:19.808, 33900.8, 33900.8, nan, 565.9, 19695.2, 35.4503
2024-12-27-19:33:19.813, 33913.1, 33913.1, nan, 566.383, 19695, 35.4729
2024-12-27-19:33:19.818, 33925.5, 33925.5, nan, 566.866, 19694.9, 35.4954
2024-12-27-19:33:19.823, 33937.8, 33937.8, nan, 567.347, 19694.7, 35.5179
2024-12-27-19:33:19.828, 33950.1, 33950.1, nan, 567.828, 19694.5, 35.5403
2024-12-27-19:33:19.833, 33962.3, 33962.3, nan, 568.309, 19694.3, 35.5628
2024-12-27-19:33:19.838, 33974.6, 33974.6, nan, 568.789, 19694.1, 35.5852
2024-12-27-19:33:19.843, 33986.9, 33986.9, nan, 569.268, 19694, 35.6075
2024-12-27-19:33:19.848, 33999.1, 33999.1, nan, 569.747, 19693.8, 35.6299
2024-12-27-19:33:19.853, 34011.3, 34011.3, nan, 570.226, 19693.6, 35.6522
2024-12-27-19:33:19.858, 34023.5, 34023.5, nan, 570.703, 19693.4, 35.6745
2024-12-27-19:33:19.863, 34035.7, 34035.7, nan, 571.18, 19693.3, 35.6967
2024-12-27-19:33:19.868, 34047.9, 34047.9, nan, 571.657, 19693.1, 35.719
2024-12-27-19:33:19.873, 34060.1, 34060.1, nan, 572.133, 19692.9, 35.7412
2024-12-27-19:33:19.878, 34072.2, 34072.2, nan, 572.608, 19692.7, 35.7634
2024-12-27-19:33:19.883, 34084.3, 34084.3, nan, 573.083, 19692.5, 35.7855
2024-12-27-19:33:19.888, 34096.5, 34096.5, nan, 573.557, 19692.4, 35.8077
2024-12-27-19:33:19.893, 34108.6, 34108.6, nan, 574.031, 19692.2, 35.8298
2024-12-27-19:33:19.898, 34120.6, 34120.6, nan, 574.504, 19692, 35.8518
2024-12-27-19:33:19.903, 34132.7, 34132.7, nan, 574.976, 19691.8, 35.8739
2024-12-27-19:33:19.908, 34144.8, 34144.8, nan, 575.448, 19691.6, 35.8959
2024-12-27-19:33:19.913, 34156.8, 34156.8, nan, 575.919, 19691.5, 35.9179
2024-12-27-19:33:19.918, 34168.9, 34168.9, nan, 576.39, 19691.3, 35.9399
2024-12-27-19:33:19.923, 34180.9, 34180.9, nan, 576.86, 19691.1, 35.9618
2024-12-27-19:33:19.928, 34192.9, 34192.9, nan, 577.33, 19690.9, 35.9837
2024-12-27-19:33:19.933, 34204.9, 34204.9, nan, 577.799, 19690.7, 36.0056
2024-12-27-19:33:19.938, 34216.8, 34216.8, nan, 578.267, 19690.6, 36.0275
2024-12-27-19:33:19.943, 34228.8, 34228.8, nan, 578.735, 19690.4, 36.0493
2024-12-27-19:33:19.948, 34240.7, 34240.7, nan, 579.203, 19690.2, 36.0711
2024-12-27-19:33:19.953, 34252.7, 34252.7, nan, 579.669, 19690, 36.0929
2024-12-27-19:33:19.958, 34264.6, 34264.6, nan, 580.136, 19689.8, 36.1147
2024-12-27-19:33:19.963, 34276.5, 34276.5, nan, 580.601, 19689.7, 36.1364
2024-12-27-19:33:19.968, 34288.4, 34288.4, nan, 581.067, 19689.5, 36.1581
2024-12-27-19:33:19.973, 34300.2, 34300.2, nan, 581.531, 19689.3, 36.1798
2024-12-27-19:33:19.978, 34312.1, 34312.1, nan, 581.995, 19689.1, 36.2014
2024-12-27-19:33:19.983, 34323.9, 34323.9, nan, 582.459, 19688.9, 36.2231
2024-12-27-19:33:19.988, 34335.8, 34335.8, nan, 582.922, 19688.8, 36.2447
2024-12-27-19:33:19.993, 34347.6, 34347.6, nan, 583.384, 19688.6, 36.2663
2024-12-27-19:33:19.998, 34359.4, 34359.4, nan, 583.846, 19688.4, 36.2878
2024-12-27-19:33:20.003, 34371.2, 34371.2, nan, 584.307, 19688.2, 36.3093
2024-12-27-19:33:20.008, 34383, 34383, nan, 584.768, 19688, 36.3308
2024-12-27-19:33:20.013, 34394.7, 34394.7, nan, 585.228, 19687.9, 36.3523
2024-12-27-19:33:20.018, 34406.5, 34406.5, nan, 585.688, 19687.7, 36.3738
2024-12-27-19:33:20.023, 34418.2, 34418.2, nan, 586.147, 19687.5, 36.3952
2024-12-27-19:33:20.028, 34429.9, 34429.9, nan, 586.606, 19687.3, 36.4166
2024-12-27-19:33:20.033, 34441.6, 34441.6, nan, 587.064, 19687.1, 36.438
2024-12-27-19:33:20.038, 34453.3, 34453.3, nan, 587.521, 19686.9, 36.4593
2024-12-27-19:33:20.043, 34465, 34465, nan, 587.978, 19686.8, 36.4807
2024-12-27-19:33:20.048, 34476.7, 34476.7, nan, 588.435, 19686.6, 36.502
2024-12-27-19:33:20.053, 34488.3, 34488.3, nan, 588.891, 19686.4, 36.5232
2024-12-27-19:33:20.058, 34500, 34500, nan, 589.346, 19686.2, 36.5445
2024-12-27-19:33:20.063, 34511.6, 34511.6, nan, 589.801, 19686, 36.5657
2024-12-27-19:33:20.068, 34523.2, 34523.2, nan, 590.255, 19685.8, 36.5869
2024-12-27-19:33:20.073, 34534.8, 34534.8, nan, 590.709, 19685.7, 36.6081
2024-12-27-19:33:20.078, 34546.4, 34546.4, nan, 591.162, 19685.5, 36.6292
2024-12-27-19:33:20.083, 34557.9, 34557.9, nan, 591.615, 19685.3, 36.6504
2024-12-27-19:33:20.088, 34569.5, 34569.5, nan, 592.067, 19685.1, 36.6715
2024-12-27-19:33:20.093, 34581, 34581, nan, 592.519, 19684.9, 36.6926
2024-12-27-19:33:20.098, 34592.6, 34592.6, nan, 592.97, 19684.7, 36.7136
2024-12-27-19:33:20.103, 34604.1, 34604.1, nan, 593.421, 19684.6, 36.7346
2024-12-27-19:33:20.108, 34615.6, 34615.6, nan, 593.871, 19684.4, 36.7556
2024-12-27-19:33:20.113, 34627.1, 34627.1, nan, 594.321, 19684.2, 36.7766
2024-12-27-19:33:20.118, 34638.6, 34638.6, nan, 594.77, 19684, 36.7976
2024-12-27-19:33:20.123, 34650, 34650, nan, 595.218, 19683.8, 36.8185
2024-12-27-19:33:20.128, 34661.5, 34661.5, nan, 595.666, 19683.6, 36.8394
2024-12-27-19:33:20.133, 34672.9, 34672.9, nan, 596.114, 19683.5, 36.8603
2024-12-27-19:33:20.138, 34684.3, 34684.3, nan, 596.561, 19683.3, 36.8812
2024-12-27-19:33:20.143, 34695.8, 34695.8, nan, 597.008, 19683.1, 36.902
2024-12-27-19:33:20.148, 34707.1, 34707.1, nan, 597.454, 19682.9, 36.9228
2024-12-27-19:33:20.153, 34718.5, 34718.5, nan, 597.899, 19682.7, 36.9436
2024-12-27-19:33:20.158, 34729.9, 34729.9, nan, 598.344, 19682.5, 36.9644
2024-12-27-19:33:20.163, 34741.3, 34741.3, nan, 598.789, 19682.4, 36.9851
2024-12-27-19:33:20.168, 34752.6, 34752.6, nan, 599.232, 19682.2, 37.0058
2024-12-27-19:33:20.173, 34763.9, 34763.9, nan, 599.676, 19682, 37.0265
2024-12-27-19:33:20.178, 34775.3, 34775.3, nan, 600.119, 19681.8, 37.0472
2024-12-27-19:33:20.183, 34786.6, 34786.6, nan, 600.561, 19681.6, 37.0679
2024-12-27-19:33:20.188, 34797.9, 34797.9, nan, 601.003, 19681.4, 37.0885
2024-12-27-19:33:20.193, 34809.1, 34809.1, nan, 601.444, 19681.2, 37.1091
2024-12-27-19:33:20.198, 34820.4, 34820.4, nan, 601.885, 19681.1, 37.1297
2024-12-27-19:33:20.203, 34831.7, 34831.7, nan, 602.326, 19680.9, 37.1502
2024-12-27-19:33:20.208, 34842.9, 34842.9, nan, 602.766, 19680.7, 37.1707
2024-12-27-19:33:20.213, 34854.1, 34854.1, nan, 603.205, 19680.5, 37.1912
2024-12-27-19:33:20.218, 34865.3, 34865.3, nan, 603.644, 19680.3, 37.2117
2024-12-27-19:33:20.223, 34876.6, 34876.6, nan, 604.082, 19680.1, 37.2322
2024-12-27-19:33:20.228, 34887.7, 34887.7, nan, 604.52, 19679.9, 37.2526
2024-12-27-19:33:20.233, 34898.9, 34898.9, nan, 604.958, 19679.8, 37.273
2024-12-27-19:33:20.238, 34910.1, 34910.1, nan, 605.395, 19679.6, 37.2934
2024-12-27-19:33:20.243, 34921.2, 34921.2, nan, 605.831, 19679.4, 37.3138
2024-12-27-19:33:20.248, 34932.4, 34932.4, nan, 606.267, 19679.2, 37.3341
2024-12-27-19:33:20.253, 34943.5, 34943.5, nan, 606.703, 19679, 37.3545
2024-12-27-19:33:20.258, 34954.6, 34954.6, nan, 607.138, 19678.8, 37.3748
2024-12-27-19:33:20.263, 34965.7, 34965.7, nan, 607.572, 19678.6, 37.395
2024-12-27-19:33:20.268, 34976.8, 34976.8, nan, 608.006, 19678.4, 37.4153
2024-12-27-19:33:20.273, 34987.9, 34987.9, nan, 608.44, 19678.3, 37.4355
2024-12-27-19:33:20.278, 34999, 34999, nan, 608.873, 19678.1, 37.4557
2024-12-27-19:33:20.283, 35010, 35010, nan, 609.306, 19677.9, 37.4759
2024-12-27-19:33:20.288, 35021.1, 35021.1, nan, 609.738, 19677.7, 37.4961
2024-12-27-19:33:20.293, 35032.1, 35032.1, nan, 610.169, 19677.5, 37.5162
2024-12-27-19:33:20.298, 35043.1, 35043.1, nan, 610.601, 19677.3, 37.5364
2024-12-27-19:33:20.303, 35054.1, 35054.1, nan, 611.031, 19677.1, 37.5565
2024-12-27-19:33:20.308, 35065.1, 35065.1, nan, 611.462, 19676.9, 37.5765
2024-12-27-19:33:20.313, 35076.1, 35076.1, nan, 611.891, 19676.8, 37.5966
2024-12-27-19:33:20.318, 35087.1, 35087.1, nan, 612.321, 19676.6, 37.6166
2024-12-27-19:33:20.323, 35098, 35098, nan, 612.749, 19676.4, 37.6366
2024-12-27-19:33:20.328, 35109, 35109, nan, 613.178, 19676.2, 37.6566
2024-12-27-19:33:20.333, 35119.9, 35119.9, nan, 613.606, 19676, 37.6766
2024-12-27-19:33:20.338, 35130.8, 35130.8, nan, 614.033, 19675.8, 37.6965
2024-12-27-19:33:20.343, 35141.8, 35141.8, nan, 614.46, 19675.6, 37.7165
2024-12-27-19:33:20.348, 35152.7, 35152.7, nan, 614.887, 19675.4, 37.7364
2024-12-27-19:33:20.353, 35163.5, 35163.5, nan, 615.313, 19675.2, 37.7563
2024-12-27-19:33:20.358, 35174.4, 35174.4, nan, 615.738, 19675.1, 37.7761
2024-12-27-19:33:20.363, 35185.3, 35185.3, nan, 616.163, 19674.9, 37.7959
2024-12-27-19:33:20.368, 35196.1, 35196.1, nan, 616.588, 19674.7, 37.8158
2024-12-27-19:33:20.373, 35207, 35207, nan, 617.012, 19674.5, 37.8356
2024-12-27-19:33:20.378, 35217.8, 35217.8, nan, 617.436, 19674.3, 37.8553
2024-12-27-19:33:20.384, 35228.6, 35228.6, nan, 617.859, 19674.1, 37.8751
2024-12-27-19:33:20.389, 35239.4, 35239.4, nan, 618.282, 19673.9, 37.8948
2024-12-27-19:33:20.394, 35250.2, 35250.2, nan, 618.704, 19673.7, 37.9145
2024-12-27-19:33:20.399, 35261, 35261, nan, 619.126, 19673.5, 37.9342
2024-12-27-19:33:20.404, 35271.8, 35271.8, nan, 619.547, 19673.4, 37.9539
2024-12-27-19:33:20.409, 35282.5, 35282.5, nan, 619.968, 19673.2, 37.9735
2024-12-27-19:33:20.414, 35293.3, 35293.3, nan, 620.389, 19673, 37.9931
2024-12-27-19:33:20.419, 35304, 35304, nan, 620.809, 19672.8, 38.0127
2024-12-27-19:33:20.424, 35314.7, 35314.7, nan, 621.228, 19672.6, 38.0323
2024-12-27-19:33:20.429, 35325.4, 35325.4, nan, 621.648, 19672.4, 38.0519
2024-12-27-19:33:20.434, 35336.1, 35336.1, nan, 622.066, 19672.2, 38.0714
2024-12-27-19:33:20.439, 35346.8, 35346.8, nan, 622.485, 19672, 38.0909
2024-12-27-19:33:20.444, 35357.5, 35357.5, nan, 622.902, 19671.8, 38.1104
2024-12-27-19:33:20.449, 35368.2, 35368.2, nan, 623.32, 19671.6, 38.1299
2024-12-27-19:33:20.454, 35378.8, 35378.8, nan, 623.737, 19671.5, 38.1494
2024-12-27-19:33:20.459, 35389.5, 35389.5, nan, 624.153, 19671.3, 38.1688
2024-12-27-19:33:20.464, 35400.1, 35400.1, nan, 624.569, 19671.1, 38.1882
2024-12-27-19:33:20.469, 35410.7, 35410.7, nan, 624.985, 19670.9, 38.2076
2024-12-27-19:33:20.474, 35421.3, 35421.3, nan, 625.4, 19670.7, 38.227
2024-12-27-19:33:20.479, 35431.9, 35431.9, nan, 625.815, 19670.5, 38.2464
2024-12-27-19:33:20.484, 35442.5, 35442.5, nan, 626.229, 19670.3, 38.2657
2024-12-27-19:33:20.489, 35453.1, 35453.1, nan, 626.643, 19670.1, 38.285
2024-12-27-19:33:20.494, 35463.7, 35463.7, nan, 627.056, 19669.9, 38.3043
2024-12-27-19:33:20.499, 35474.2, 35474.2, nan, 627.469, 19669.7, 38.3236
2024-12-27-19:33:20.504, 35484.8, 35484.8, nan, 627.882, 19669.5, 38.3428
2024-12-27-19:33:20.509, 35495.3, 35495.3, nan, 628.294, 19669.3, 38.362
2024-12-27-19:33:20.514, 35505.8, 35505.8, nan, 628.705, 19669.2, 38.3813
2024-12-27-19:33:20.519, 35516.3, 35516.3, nan, 629.117, 19669, 38.4004
