Time, N1, N2, EGT1, EGT2, Fuel Level, Fuel Flow
2024-12-27-19:33:02.665, 34021.9, 34021.9, nan, 570.642, 19910.5, 35.6716
2024-12-27-19:33:02.670, 34034.2, 34034.2, nan, 571.119, 19910.3, 35.6939
2024-12-27-19:33:02.675, 34046.4, 34046.4, nan, 571.597, 19910.2, 35.7162
2024-12-27-19:33:02.680, 34058.5, 34058.5, nan, 572.073, 19910, 35.7384
2024-12-27-19:33:02.685, 34070.7, 34070.7, nan, 572.55, 19909.8, 35.7606
2024-12-27-19:33:02.690, 34082.9, 34082.9, nan, 573.025, 19909.6, 35.7828
2024-12-27-19:33:02.695, 34095, 34095, nan, 573.5, 19909.5, 35.805
2024-12-27-19:33:02.700, 34107.1, 34107.1, nan, 573.975, 19909.3, 35.8271
2024-12-27-19:33:02.705, 34119.2, 34119.2, nan, 574.448, 19909.1, 35.8493
2024-12-27-19:33:02.710, 34131.3, 34131.3, nan, 574.922, 19908.9, 35.8713
2024-12-27-19:33:02.715, 34143.4, 34143.4, nan, 575.394, 19908.7, 35.8934
2024-12-27-19:33:02.720, 34155.5, 34155.5, nan, 575.866, 19908.6, 35.9154
2024-12-27-19:33:02.725, 34167.5, 34167.5, nan, 576.338, 19908.4, 35.9374
2024-12-27-19:33:02.730, 34179.6, 34179.6, nan, 576.809, 19908.2, 35.9594
2024-12-27-19:33:02.735, 34191.6, 34191.6, nan, 577.279, 19908, 35.9814
2024-12-27-19:33:02.740, 34203.6, 34203.6, nan, 577.749, 19907.8, 36.0033
2024-12-27-19:33:02.745, 34215.6, 34215.6, nan, 578.218, 19907.7, 36.0252
2024-12-27-19:33:02.750, 34227.6, 34227.6, nan, 578.687, 19907.5, 36.0471
2024-12-27-19:33:02.755, 34239.5, 34239.5, nan, 579.155, 19907.3, 36.0689
2024-12-27-19:33:02.760, 34251.5, 34251.5, nan, 579.623, 19907.1, 36.0907
2024-12-27-19:33:02.765, 34263.4, 34263.4, nan, 580.09, 19906.9, 36.1125
2024-12-27-19:33:02.770, 34275.3, 34275.3, nan, 580.556, 19906.8, 36.1343
2024-12-27-19:33:02.775, 34287.2, 34287.2, nan, 581.022, 19906.6, 36.156
2024-12-27-19:33:02.780, 34299.1, 34299.1, nan, 581.488, 19906.4, 36.1778
2024-12-27-19:33:02.785, 34311, 34311, nan, 581.953, 19906.2, 36.1995
2024-12-27-19:33:02.790, 34322.9, 34322.9, nan, 582.417, 19906, 36.2211
2024-12-27-19:33:02.795, 34334.7, 34334.7, nan, 582.881, 19905.8, 36.2428
2024-12-27-19:33:02.800, 34346.6, 34346.6, nan, 583.344, 19905.7, 36.2644
2024-12-27-19:33:02.805, 34358.4, 34358.4, nan, 583.806, 19905.5, 36.286
2024-12-27-19:33:02.810, 34370.2, 34370.2, nan, 584.268, 19905.3, 36.3075
2024-12-27-19:33:02.815, 34382, 34382, nan, 584.73, 19905.1, 36.3291
2024-12-27-19:33:02.820, 34393.8, 34393.8, nan, 585.191, 19904.9, 36.3506
2024-12-27-19:33:02.825, 34405.5, 34405.5, nan, 585.651, 19904.8, 36.3721
2024-12-27-19:33:02.830, 34417.3, 34417.3, nan, 586.111, 19904.6, 36.3935
2024-12-27-19:33:02.835, 34429, 34429, nan, 586.571, 19904.4, 36.415
2024-12-27-19:33:02.840, 34440.8, 34440.8, nan, 587.029, 19904.2, 36.4364
2024-12-27-19:33:02.845, 34452.5, 34452.5, nan, 587.488, 19904, 36.4578
2024-12-27-19:33:02.850, 34464.2, 34464.2, nan, 587.945, 19903.8, 36.4791
2024-12-27-19:33:02.855, 34475.8, 34475.8, nan, 588.403, 19903.7, 36.5005
2024-12-27-19:33:02.860, 34487.5, 34487.5, nan, 588.859, 19903.5, 36.5218
2024-12-27-19:33:02.865, 34499.2, 34499.2, nan, 589.315, 19903.3, 36.5431
2024-12-27-19:33:02.870, 34510.8, 34510.8, nan, 589.771, 19903.1, 36.5643
2024-12-27-19:33:02.875, 34522.4, 34522.4, nan, 590.226, 19902.9, 36.5856
2024-12-27-19:33:02.880, 34534.1, 34534.1, nan, 590.681, 19902.8, 36.6068
2024-12-27-19:33:02.885, 34545.7, 34545.7, nan, 591.135, 19902.6, 36.628
2024-12-27-19:33:02.890, 34557.3, 34557.3, nan, 591.588, 19902.4, 36.6491
2024-12-27-19:33:02.895, 34568.8, 34568.8, nan, 592.041, 19902.2, 36.6703
2024-12-27-19:33:02.900, 34580.4, 34580.4, nan, 592.494, 19902, 36.6914
2024-12-27-19:33:02.905, 34591.9, 34591.9, nan, 592.946, 19901.8, 36.7125
2024-12-27-19:33:02.910, 34603.5, 34603.5, nan, 593.397, 19901.7, 36.7335
2024-12-27-19:33:02.915, 34615, 34615, nan, 593.848, 19901.5, 36.7546
2024-12-27-19:33:02.920, 34626.5, 34626.5, nan, 594.298, 19901.3, 36.7756
2024-12-27-19:33:02.925, 34638, 34638, nan, 594.748, 19901.1, 36.7966
2024-12-27-19:33:02.930, 34649.5, 34649.5, nan, 595.197, 19900.9, 36.8175
2024-12-27-19:33:02.935, 34661, 34661, nan, 595.646, 19900.7, 36.8385
2024-12-27-19:33:02.940, 34672.4, 34672.4, nan, 596.094, 19900.5, 36.8594
2024-12-27-19:33:02.945, 34683.8, 34683.8, nan, 596.542, 19900.4, 36.8803
2024-12-27-19:33:02.950, 34695.3, 34695.3, nan, 596.989, 19900.2, 36.9012
2024-12-27-19:33:02.955, 34706.7, 34706.7, nan, 597.436, 19900, 36.922
2024-12-27-19:33:02.960, 34718.1, 34718.1, nan, 597.882, 19899.8, 36.9428
2024-12-27-19:33:02.965, 34729.5, 34729.5, nan, 598.327, 19899.6, 36.9636
2024-12-27-19:33:02.970, 34740.9, 34740.9, nan, 598.773, 19899.4, 36.9844
2024-12-27-19:33:02.975, 34752.2, 34752.2, nan, 599.217, 19899.3, 37.0051
2024-12-27-19:33:02.980, 34763.6, 34763.6, nan, 599.661, 19899.1, 37.0259
2024-12-27-19:33:02.985, 34774.9, 34774.9, nan, 600.105, 19898.9, 37.0466
2024-12-27-19:33:02.990, 34786.2, 34786.2, nan, 600.548, 19898.7, 37.0672
2024-12-27-19:33:02.995, 34797.5, 34797.5, nan, 600.991, 19898.5, 37.0879
2024-12-27-19:33:03.000, 34808.8, 34808.8, nan, 601.433, 19898.3, 37.1085
2024-12-27-19:33:03.005, 34820.1, 34820.1, nan, 601.874, 19898.1, 37.1291
2024-12-27-19:33:03.010, 34831.4, 34831.4, nan, 602.315, 19898, 37.1497
2024-12-27-19:33:03.015, 34842.7, 34842.7, nan, 602.756, 19897.8, 37.1703
2024-12-27-19:33:03.021, 34853.9, 34853.9, nan, 603.196, 19897.6, 37.1908
2024-12-27-19:33:03.026, 34865.1, 34865.1, nan, 603.636, 19897.4, 37.2113
2024-12-27-19:33:03.031, 34876.4, 34876.4, nan, 604.075, 19897.2, 37.2318
2024-12-27-19:33:03.036, 34887.6, 34887.6, nan, 604.514, 19897, 37.2523
2024-12-27-19:33:03.041, 34898.8, 34898.8, nan, 604.952, 19896.8, 37.2727
2024-12-27-19:33:03.046, 34910, 34910, nan, 605.389, 19896.7, 37.2932
2024-12-27-19:33:03.051, 34921.1, 34921.1, nan, 605.827, 19896.5, 37.3136
2024-12-27-19:33:03.056, 34932.3, 34932.3, nan, 606.263, 19896.3, 37.334
2024-12-27-19:33:03.061, 34943.4, 34943.4, nan, 606.699, 19896.1, 37.3543
2024-12-27-19:33:03.066, 34954.6, 34954.6, nan, 607.135, 19895.9, 37.3746
2024-12-27-19:33:03.071, 34965.7, 34965.7, nan, 607.57, 19895.7, 37.3949
2024-12-27-19:33:03.076, 34976.8, 34976.8, nan, 608.005, 19895.5, 37.4152
2024-12-27-19:33:03.081, 34987.9, 34987.9, nan, 608.439, 19895.3, 37.4355
2024-12-27-19:33:03.086, 34999, 34999, nan, 608.873, 19895.2, 37.4557
2024-12-27-19:33:03.091, 35010.1, 35010.1, nan, 609.306, 19895, 37.476
2024-12-27-19:33:03.096, 35021.1, 35021.1, nan, 609.739, 19894.8, 37.4962
2024-12-27-19:33:03.101, 35032.2, 35032.2, nan, 610.171, 19894.6, 37.5163
2024-12-27-19:33:03.106, 35043.2, 35043.2, nan, 610.603, 19894.4, 37.5365
2024-12-27-19:33:03.111, 35054.2, 35054.2, nan, 611.035, 19894.2, 37.5566
2024-12-27-19:33:03.116, 35065.2, 35065.2, nan, 611.466, 19894, 37.5767
2024-12-27-19:33:03.121, 35076.2, 35076.2, nan, 611.896, 19893.8, 37.5968
2024-12-27-19:33:03.126, 35087.2, 35087.2, nan, 612.326, 19893.7, 37.6169
2024-12-27-19:33:03.131, 35098.2, 35098.2, nan, 612.755, 19893.5, 37.6369
2024-12-27-19:33:03.136, 35109.2, 35109.2, nan, 613.184, 19893.3, 37.6569
2024-12-27-19:33:03.141, 35120.1, 35120.1, nan, 613.613, 19893.1, 37.6769
2024-12-27-19:33:03.146, 35131, 35131, nan, 614.041, 19892.9, 37.6969
2024-12-27-19:33:03.151, 35142, 35142, nan, 614.469, 19892.7, 37.7169
2024-12-27-19:33:03.156, 35152.9, 35152.9, nan, 614.896, 19892.5, 37.7368
2024-12-27-19:33:03.161, 35163.8, 35163.8, nan, 615.322, 19892.3, 37.7567
2024-12-27-19:33:03.166, 35174.7, 35174.7, nan, 615.749, 19892.1, 37.7766
2024-12-27-19:33:03.171, 35185.6, 35185.6, nan, 616.174, 19892, 37.7965
2024-12-27-19:33:03.176, 35196.4, 35196.4, nan, 616.6, 19891.8, 37.8163
2024-12-27-19:33:03.181, 35207.3, 35207.3, nan, 617.024, 19891.6, 37.8361
2024-12-27-19:33:03.186, 35218.1, 35218.1, nan, 617.449, 19891.4, 37.8559
2024-12-27-19:33:03.191, 35229, 35229, nan, 617.873, 19891.2, 37.8757
2024-12-27-19:33:03.196, 35239.8, 35239.8, nan, 618.296, 19891, 37.8955
2024-12-27-19:33:03.201, 35250.6, 35250.6, nan, 618.719, 19890.8, 37.9152
2024-12-27-19:33:03.206, 35261.4, 35261.4, nan, 619.142, 19890.6, 37.9349
2024-12-27-19:33:03.211, 35272.2, 35272.2, nan, 619.564, 19890.4, 37.9546
2024-12-27-19:33:03.216, 35283, 35283, nan, 619.985, 19890.3, 37.9743
2024-12-27-19:33:03.221, 35293.7, 35293.7, nan, 620.406, 19890.1, 37.994
2024-12-27-19:33:03.226, 35304.5, 35304.5, nan, 620.827, 19889.9, 38.0136
2024-12-27-19:33:03.231, 35315.2, 35315.2, nan, 621.247, 19889.7, 38.0332
2024-12-27-19:33:03.236, 35325.9, 35325.9, nan, 621.667, 19889.5, 38.0528
2024-12-27-19:33:03.241, 35336.7, 35336.7, nan, 622.086, 19889.3, 38.0724
2024-12-27-19:33:03.246, 35347.4, 35347.4, nan, 622.505, 19889.1, 38.0919
2024-12-27-19:33:03.251, 35358.1, 35358.1, nan, 622.924, 19888.9, 38.1114
2024-12-27-19:33:03.256, 35368.7, 35368.7, nan, 623.342, 19888.7, 38.1309
2024-12-27-19:33:03.261, 35379.4, 35379.4, nan, 623.759, 19888.5, 38.1504
2024-12-27-19:33:03.266, 35390.1, 35390.1, nan, 624.176, 19888.3, 38.1699
2024-12-27-19:33:03.271, 35400.7, 35400.7, nan, 624.593, 19888.2, 38.1893
2024-12-27-19:33:03.276, 35411.3, 35411.3, nan, 625.009, 19888, 38.2088
2024-12-27-19:33:03.281, 35422, 35422, nan, 625.425, 19887.8, 38.2282
2024-12-27-19:33:03.286, 35432.6, 35432.6, nan, 625.84, 19887.6, 38.2475
2024-12-27-19:33:03.291, 35443.2, 35443.2, nan, 626.255, 19887.4, 38.2669
2024-12-27-19:33:03.296, 35453.8, 35453.8, nan, 626.67, 19887.2, 38.2863
2024-12-27-19:33:03.301, 35464.4, 35464.4, nan, 627.084, 19887, 38.3056
2024-12-27-19:33:03.306, 35474.9, 35474.9, nan, 627.497, 19886.8, 38.3249
2024-12-27-19:33:03.311, 35485.5, 35485.5, nan, 627.91, 19886.6, 38.3442
2024-12-27-19:33:03.316, 35496, 35496, nan, 628.323, 19886.4, 38.3634
2024-12-27-19:33:03.321, 35506.6, 35506.6, nan, 628.735, 19886.2, 38.3826
2024-12-27-19:33:03.326, 35517.1, 35517.1, nan, 629.147, 19886.1, 38.4019
2024-12-27-19:33:03.331, 35527.6, 35527.6, nan, 629.559, 19885.9, 38.4211
2024-12-27-19:33:03.336, 35538.1, 35538.1, nan, 629.97, 19885.7, 38.4402
2024-12-27-19:33:03.341, 35548.6, 35548.6, nan, 630.38, 19885.5, 38.4594
2024-12-27-19:33:03.346, 35559.1, 35559.1, nan, 630.79, 19885.3, 38.4785
2024-12-27-19:33:03.351, 35569.6, 35569.6, nan, 631.2, 19885.1, 38.4977
2024-12-27-19:33:03.356, 35580, 35580, nan, 631.609, 19884.9, 38.5168
2024-12-27-19:33:03.361, 35590.5, 35590.5, nan, 632.018, 19884.7, 38.5358
2024-12-27-19:33:03.366, 35600.9, 35600.9, nan, 632.426, 19884.5, 38.5549
2024-12-27-19:33:03.371, 35611.3, 35611.3, nan, 632.834, 19884.3, 38.5739
2024-12-27-19:33:03.376, 35621.7, 35621.7, nan, 633.242, 19884.1, 38.5929
2024-12-27-19:33:03.381, 35632.1, 35632.1, nan, 633.649, 19883.9, 38.6119
2024-12-27-19:33:03.386, 35642.5, 35642.5, nan, 634.055, 19883.7, 38.6309
2024-12-27-19:33:03.391, 35652.9, 35652.9, nan, 634.461, 19883.5, 38.6499
2024-12-27-19:33:03.396, 35663.3, 35663.3, nan, 634.867, 19883.4, 38.6688
2024-12-27-19:33:03.401, 35673.6, 35673.6, nan, 635.272, 19883.2, 38.6877
2024-12-27-19:33:03.406, 35684, 35684, nan, 635.677, 19883, 38.7066
2024-12-27-19:33:03.411, 35694.3, 35694.3, nan, 636.082, 19882.8, 38.7255
2024-12-27-19:33:03.416, 35704.6, 35704.6, nan, 636.486, 19882.6, 38.7443
2024-12-27-19:33:03.421, 35715, 35715, nan, 636.89, 19882.4, 38.7632
2024-12-27-19:33:03.426, 35725.3, 35725.3, nan, 637.293, 19882.2, 38.782
2024-12-27-19:33:03.431, 35735.6, 35735.6, nan, 637.696, 19882, 38.8008
2024-12-27-19:33:03.436, 35745.8, 35745.8, nan, 638.098, 19881.8, 38.8196
2024-12-27-19:33:03.441, 35756.1, 35756.1, nan, 638.5, 19881.6, 38.8383
2024-12-27-19:33:03.446, 35766.4, 35766.4, nan, 638.902, 19881.4, 38.8571
2024-12-27-19:33:03.451, 35776.6, 35776.6, nan, 639.303, 19881.2, 38.8758
2024-12-27-19:33:03.456, 35786.9, 35786.9, nan, 639.704, 19881, 38.8945
2024-12-27-19:33:03.461, 35797.1, 35797.1, nan, 640.104, 19880.8, 38.9132
2024-12-27-19:33:03.466, 35807.3, 35807.3, nan, 640.504, 19880.6, 38.9319
2024-12-27-19:33:03.471, 35817.5, 35817.5, nan, 640.903, 19880.4, 38.9505
2024-12-27-19:33:03.476, 35827.7, 35827.7, nan, 641.303, 19880.2, 38.9691
2024-12-27-19:33:03.481, 35837.9, 35837.9, nan, 641.701, 19880.1, 38.9877
2024-12-27-19:33:03.487, 35848.1, 35848.1, nan, 642.1, 19879.9, 39.0063
2024-12-27-19:33:03.492, 35858.3, 35858.3, nan, 642.498, 19879.7, 39.0249
2024-12-27-19:33:03.497, 35868.4, 35868.4, nan, 642.895, 19879.5, 39.0434
2024-12-27-19:33:03.502, 35878.6, 35878.6, nan, 643.292, 19879.3, 39.062
2024-12-27-19:33:03.507, 35888.7, 35888.7, nan, 643.689, 19879.1, 39.0805
2024-12-27-19:33:03.512, 35898.8, 35898.8, nan, 644.085, 19878.9, 39.099
2024-12-27-19:33:03.517, 35909, 35909, nan, 644.481, 19878.7, 39.1174
2024-12-27-19:33:03.522, 35919.1, 35919.1, nan, 644.877, 19878.5, 39.1359
2024-12-27-19:33:03.527, 35929.2, 35929.2, nan, 645.272, 19878.3, 39.1543
2024-12-27-19:33:03.532, 35939.3, 35939.3, nan, 645.666, 19878.1, 39.1728
2024-12-27-19:33:03.537, 35949.3, 35949.3, nan, 646.061, 19877.9, 39.1912
2024-12-27-19:33:03.542, 35959.4, 35959.4, nan, 646.455, 19877.7, 39.2095
2024-12-27-19:33:03.547, 35969.4, 35969.4, nan, 646.848, 19877.5, 39.2279
2024-12-27-19:33:03.552, 35979.5, 35979.5, nan, 647.241, 19877.3, 39.2463
2024-12-27-19:33:03.557, 35989.5, 35989.5, nan, 647.634, 19877.1, 39.2646
2024-12-27-19:33:03.562, 35999.6, 35999.6, nan, 648.026, 19876.9, 39.2829
2024-12-27-19:33:03.567, 36009.6, 36009.6, nan, 648.418, 19876.7, 39.3012
2024-12-27-19:33:03.572, 36019.6, 36019.6, nan, 648.81, 19876.5, 39.3194
2024-12-27-19:33:03.577, 36029.6, 36029.6, nan, 649.201, 19876.3, 39.3377
2024-12-27-19:33:03.582, 36039.6, 36039.6, nan, 649.591, 19876.1, 39.3559
2024-12-27-19:33:03.587, 36049.5, 36049.5, nan, 649.982, 19875.9, 39.3742
2024-12-27-19:33:03.592, 36059.5, 36059.5, nan, 650.372, 19875.7, 39.3924
2024-12-27-19:33:03.597, 36069.5, 36069.5, nan, 650.761, 19875.5, 39.4105
2024-12-27-19:33:03.602, 36079.4, 36079.4, nan, 651.151, 19875.3, 39.4287
2024-12-27-19:33:03.607, 36089.3, 36089.3, nan, 651.539, 19875.1, 39.4468
2024-12-27-19:33:03.612, 36099.3, 36099.3, nan, 651.928, 19875, 39.465
2024-12-27-19:33:03.617, 36109.2, 36109.2, nan, 652.316, 19874.8, 39.4831
2024-12-27-19:33:03.622, 36119.1, 36119.1, nan, 652.703, 19874.6, 39.5012
2024-12-27-19:33:03.627, 36129, 36129, nan, 653.091, 19874.4, 39.5192
2024-12-27-19:33:03.632, 36138.9, 36138.9, nan, 653.478, 19874.2, 39.5373
2024-12-27-19:33:03.637, 36148.7, 36148.7, nan, 653.864, 19874, 39.5553
2024-12-27-19:33:03.642, 36158.6, 36158.6, nan, 654.25, 19873.8, 39.5733
2024-12-27-19:33:03.647, 36168.5, 36168.5, nan, 654.636, 19873.6, 39.5913
2024-12-27-19:33:03.652, 36178.3, 36178.3, nan, 655.021, 19873.4, 39.6093
2024-12-27-19:33:03.657, 36188.2, 36188.2, nan, 655.406, 19873.2, 39.6273
2024-12-27-19:33:03.662, 36198, 36198, nan, 655.791, 19873, 39.6452
2024-12-27-19:33:03.667, 36207.8, 36207.8, nan, 656.175, 19872.8, 39.6632
2024-12-27-19:33:03.672, 36217.6, 36217.6, nan, 656.559, 19872.6, 39.6811
2024-12-27-19:33:03.677, 36227.4, 36227.4, nan, 656.942, 19872.4, 39.699
2024-12-27-19:33:03.682, 36237.2, 36237.2, nan, 657.326, 19872.2, 39.7169
2024-12-27-19:33:03.687, 36247, 36247, nan, 657.708, 19872, 39.7347
2024-12-27-19:33:03.692, 36256.8, 36256.8, nan, 658.091, 19871.8, 39.7526
2024-12-27-19:33:03.697, 36266.5, 36266.5, nan, 658.473, 19871.6, 39.7704
2024-12-27-19:33:03.702, 36276.3, 36276.3, nan, 658.854, 19871.4, 39.7882
2024-12-27-19:33:03.707, 36286, 36286, nan, 659.235, 19871.2, 39.806
2024-12-27-19:33:03.712, 36295.7, 36295.7, nan, 659.616, 19871, 39.8238
2024-12-27-19:33:03.717, 36305.5, 36305.5, nan, 659.997, 19870.8, 39.8415
2024-12-27-19:33:03.722, 36315.2, 36315.2, nan, 660.377, 19870.6, 39.8592
2024-12-27-19:33:03.727, 36324.9, 36324.9, nan, 660.757, 19870.4, 39.877
2024-12-27-19:33:03.732, 36334.6, 36334.6, nan, 661.136, 19870.2, 39.8947
2024-12-27-19:33:03.737, 36344.3, 36344.3, nan, 661.515, 19870, 39.9124
2024-12-27-19:33:03.742, 36353.9, 36353.9, nan, 661.894, 19869.8, 39.93
2024-12-27-19:33:03.747, 36363.6, 36363.6, nan, 662.272, 19869.6, 39.9477
2024-12-27-19:33:03.752, 36373.3, 36373.3, nan, 662.65, 19869.4, 39.9653
2024-12-27-19:33:03.757, 36382.9, 36382.9, nan, 663.027, 19869.2, 39.9829
2024-12-27-19:33:03.762, 36392.6, 36392.6, nan, 663.404, 19869, 40.0005
2024-12-27-19:33:03.767, 36402.2, 36402.2, nan, 663.781, 19868.8, 40.0181
2024-12-27-19:33:03.772, 36411.8, 36411.8, nan, 664.158, 19868.6, 40.0357
2024-12-27-19:33:03.777, 36421.4, 36421.4, nan, 664.534, 19868.4, 40.0532
2024-12-27-19:33:03.782, 36431, 36431, nan, 664.909, 19868.2, 40.0708
2024-12-27-19:33:03.787, 36440.6, 36440.6, nan, 665.285, 19868, 40.0883
2024-12-27-19:33:03.792, 36450.2, 36450.2, nan, 665.66, 19867.8, 40.1058
2024-12-27-19:33:03.797, 36459.8, 36459.8, nan, 666.034, 19867.6, 40.1233
2024-12-27-19:33:03.802, 36469.3, 36469.3, nan, 666.409, 19867.4, 40.1407
2024-12-27-19:33:03.807, 36478.9, 36478.9, nan, 666.783, 19867.2, 40.1582
2024-12-27-19:33:03.812, 36488.4, 36488.4, nan, 667.156, 19867, 40.1756
2024-12-27-19:33:03.817, 36498, 36498, nan, 667.529, 19866.8, 40.193
2024-12-27-19:33:03.822, 36507.5, 36507.5, nan, 667.902, 19866.6, 40.2104
2024-12-27-19:33:03.827, 36517, 36517, nan, 668.275, 19866.4, 40.2278
2024-12-27-19:33:03.832, 36526.5, 36526.5, nan, 668.647, 19866.2, 40.2452
2024-12-27-19:33:03.837, 36536, 36536, nan, 669.019, 19866, 40.2625
2024-12-27-19:33:03.842, 36545.5, 36545.5, nan, 669.39, 19865.8, 40.2799
2024-12-27-19:33:03.847, 36555, 36555, nan, 669.761, 19865.6, 40.2972
2024-12-27-19:33:03.852, 36564.5, 36564.5, nan, 670.132, 19865.4, 40.3145
2024-12-27-19:33:03.857, 36574, 36574, nan, 670.502, 19865.2, 40.3318
2024-12-27-19:33:03.862, 36583.4, 36583.4, nan, 670.872, 19865, 40.349
2024-12-27-19:33:03.867, 36592.9, 36592.9, nan, 671.242, 19864.8, 40.3663
2024-12-27-19:33:03.872, 36602.3, 36602.3, nan, 671.611, 19864.6, 40.3835
2024-12-27-19:33:03.877, 36611.7, 36611.7, nan, 671.98, 19864.4, 40.4008
2024-12-27-19:33:03.882, 36621.1, 36621.1, nan, 672.349, 19864.2, 40.418
2024-12-27-19:33:03.887, 36630.6, 36630.6, nan, 672.717, 19864, 40.4351
2024-12-27-19:33:03.892, 36640, 36640, nan, 673.085, 19863.8, 40.4523
2024-12-27-19:33:03.897, 36649.4, 36649.4, nan, 673.453, 19863.6, 40.4695
2024-12-27-19:33:03.902, 36658.7, 36658.7, nan, 673.82, 19863.4, 40.4866
2024-12-27-19:33:03.907, 36668.1, 36668.1, nan, 674.187, 19863.2, 40.5037
2024-12-27-19:33:03.912, 36677.5, 36677.5, nan, 674.554, 19862.9, 40.5208
2024-12-27-19:33:03.917, 36686.8, 36686.8, nan, 674.92, 19862.7, 40.5379
2024-12-27-19:33:03.922, 36696.2, 36696.2, nan, 675.286, 19862.5, 40.555
2024-12-27-19:33:03.927, 36705.5, 36705.5, nan, 675.651, 19862.3, 40.5721
2024-12-27-19:33:03.932, 36714.9, 36714.9, nan, 676.016, 19862.1, 40.5891
2024-12-27-19:33:03.937, 36724.2, 36724.2, nan, 676.381, 19861.9, 40.6061
2024-12-27-19:33:03.942, 36733.5, 36733.5, nan, 676.746, 19861.7, 40.6231
2024-12-27-19:33:03.947, 36742.8, 36742.8, nan, 677.11, 19861.5, 40.6401
2024-12-27-19:33:03.952, 36752.1, 36752.1, nan, 677.474, 19861.3, 40.6571
2024-12-27-19:33:03.957, 36761.4, 36761.4, nan, 677.837, 19861.1, 40.6741
2024-12-27-19:33:03.962, 36770.7, 36770.7, nan, 678.2, 19860.9, 40.691
2024-12-27-19:33:03.967, 36780, 36780, nan, 678.563, 19860.7, 40.708
2024-12-27-19:33:03.972, 36789.2, 36789.2, nan, 678.926, 19860.5, 40.7249
2024-12-27-19:33:03.977, 36798.5, 36798.5, nan, 679.288, 19860.3, 40.7418
2024-12-27-19:33:03.982, 36807.7, 36807.7, nan, 679.65, 19860.1, 40.7587
2024-12-27-19:33:03.987, 36817, 36817, nan, 680.011, 19859.9, 40.7755
2024-12-27-19:33:03.992, 36826.2, 36826.2, nan, 680.372, 19859.7, 40.7924
2024-12-27-19:33:03.997, 36835.4, 36835.4, nan, 680.733, 19859.5, 40.8092
2024-12-27-19:33:04.002, 36844.6, 36844.6, nan, 681.094, 19859.3, 40.826
2024-12-27-19:33:04.007, 36853.8, 36853.8, nan, 681.454, 19859.1, 40.8428
2024-12-27-19:33:04.012, 36863, 36863, nan, 681.814, 19858.9, 40.8596
2024-12-27-19:33:04.017, 36872.2, 36872.2, nan, 682.173, 19858.7, 40.8764
2024-12-27-19:33:04.022, 36881.4, 36881.4, nan, 682.532, 19858.5, 40.8932
2024-12-27-19:33:04.027, 36890.5, 36890.5, nan, 682.891, 19858.3, 40.9099
2024-12-27-19:33:04.032, 36899.7, 36899.7, nan, 683.249, 19858.1, 40.9266
2024-12-27-19:33:04.037, 36908.9, 36908.9, nan, 683.607, 19857.9, 40.9433
2024-12-27-19:33:04.042, 36918, 36918, nan, 683.965, 19857.7, 40.96
2024-12-27-19:33:04.047, 36927.1, 36927.1, nan, 684.323, 19857.4, 40.9767
2024-12-27-19:33:04.052, 36936.3, 36936.3, nan, 684.68, 19857.2, 40.9934
2024-12-27-19:33:04.057, 36945.4, 36945.4, nan, 685.036, 19857, 41.01
2024-12-27-19:33:04.062, 36954.5, 36954.5, nan, 685.393, 19856.8, 41.0267
2024-12-27-19:33:04.067, 36963.6, 36963.6, nan, 685.749, 19856.6, 41.0433
2024-12-27-19:33:04.072, 36972.7, 36972.7, nan, 686.105, 19856.4, 41.0599
2024-12-27-19:33:04.077, 36981.8, 36981.8, nan, 686.46, 19856.2, 41.0765
2024-12-27-19:33:04.082, 36990.8, 36990.8, nan, 686.816, 19856, 41.0931
2024-12-27-19:33:04.087, 36999.9, 36999.9, nan, 687.17, 19855.8, 41.1096
2024-12-27-19:33:04.092, 37009, 37009, nan, 687.525, 19855.6, 41.1262
2024-12-27-19:33:04.097, 37018, 37018, nan, 687.879, 19855.4, 41.1427
2024-12-27-19:33:04.102, 37027.1, 37027.1, nan, 688.233, 19855.2, 41.1592
2024-12-27-19:33:04.107, 37036.1, 37036.1, nan, 688.587, 19855, 41.1757
2024-12-27-19:33:04.112, 37045.1, 37045.1, nan, 688.94, 19854.8, 41.1922
2024-12-27-19:33:04.118, 37054.1, 37054.1, nan, 689.293, 19854.6, 41.2087
2024-12-27-19:33:04.123, 37063.2, 37063.2, nan, 689.645, 19854.4, 41.2251
2024-12-27-19:33:04.128, 37072.2, 37072.2, nan, 689.998, 19854.2, 41.2416
2024-12-27-19:33:04.133, 37081.2, 37081.2, nan, 690.35, 19854, 41.258
2024-12-27-19:33:04.138, 37090.1, 37090.1, nan, 690.701, 19853.7, 41.2744
2024-12-27-19:33:04.143, 37099.1, 37099.1, nan, 691.053, 19853.5, 41.2908
2024-12-27-19:33:04.148, 37108.1, 37108.1, nan, 691.404, 19853.3, 41.3072
2024-12-27-19:33:04.153, 37117.1, 37117.1, nan, 691.754, 19853.1, 41.3235
2024-12-27-19:33:04.158, 37126, 37126, nan, 692.105, 19852.9, 41.3399
2024-12-27-19:33:04.163, 37135, 37135, nan, 692.455, 19852.7, 41.3562
2024-12-27-19:33:04.168, 37143.9, 37143.9, nan, 692.805, 19852.5, 41.3725
2024-12-27-19:33:04.173, 37152.8, 37152.8, nan, 693.154, 19852.3, 41.3889
